"Model","GPRS","2G bands","Speed","3G bands","EDGE","Technology","Status","SIM","4G bands","Announced","Dimensions","Weight","Resolution","Multitouch","Type","Size","Chipset","OS","CPU","GPU","Internal","Card slot","Secondary","Video","Primary","Features","Loudspeaker","3.5mm jack","Alert types","WLAN","USB","Infrared port","Bluetooth","Radio","GPS","Messaging","Sensors","Java","Browser","Talk time","Stand-by","Music play","Price group","Colors","Battery life","Camera","Audio quality","Performance","Display","Phonebook","Call records","Games","SAR EU","SAR US","Protection","Keyboard","NFC"
"BlackBerry 8820","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Discontinued","Mini-SIM","","2007, July","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","134 g (4.73 oz)","320 x 240 pixels (~160 ppi pixel density)","","65K colors","2.5 inches (~25.7% screen-to-body ratio)","","BlackBerry OS","32-bit Intel XScale PXA272 312 MHz","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","miniUSB","","v2.0, A2DP","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","WAP 2.0/xHTML, HTML","Up to 520 h","Li-Ion 1400 mAh battery","","<a href=""#"">3/10</a>","Silver","","","","","","","","","
1.00 W/kg (head)     0.83 W/kg (body)     ","
1.28 W/kg (head)     1.58 W/kg (body)     ","","QWERTY",""
"BlackBerry 8820","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Discontinued","Mini-SIM","","2007, July","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","134 g (4.73 oz)","320 x 240 pixels (~160 ppi pixel density)","","65K colors","2.5 inches (~25.7% screen-to-body ratio)","","BlackBerry OS","32-bit Intel XScale PXA272 312 MHz","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","miniUSB","","v2.0, A2DP","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","WAP 2.0/xHTML, HTML","Up to 520 h","Li-Ion 1400 mAh battery","","<a href=""#"">3/10</a>","Silver","","","","","","","","","
1.00 W/kg (head)     0.83 W/kg (body)     ","
1.28 W/kg (head)     1.58 W/kg (body)     ","","QWERTY",""
"BlackBerry 8830 World Edition","Yes","GSM 900 / 1800 / CDMA2000 1x EV-DO","","","Yes","GSM","Discontinued","Mini-SIM","","2007, April","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","132 g (4.66 oz)","320 x 240 pixels (~160 ppi pixel density)","","TFT, 65K colors","2.5 inches (~25.7% screen-to-body ratio)","Qualcomm MSM6550","BlackBerry OS","","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","HTML","","Li-Ion 1400 mAh battery","","<a href=""#"">2/10</a>","Black","","","","","","","","","
0.86 W/kg (head)     0.51 W/kg (body)     ","","","QWERTY",""
"BlackBerry 8830 World Edition","Yes","GSM 900 / 1800 / CDMA2000 1x EV-DO","","","Yes","GSM","Discontinued","Mini-SIM","","2007, April","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","132 g (4.66 oz)","320 x 240 pixels (~160 ppi pixel density)","","TFT, 65K colors","2.5 inches (~25.7% screen-to-body ratio)","Qualcomm MSM6550","BlackBerry OS","","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","HTML","","Li-Ion 1400 mAh battery","","<a href=""#"">2/10</a>","Black","","","","","","","","","
0.86 W/kg (head)     0.51 W/kg (body)     ","","","QWERTY",""
"BlackBerry 8830 World Edition","Yes","GSM 900 / 1800 / CDMA2000 1x EV-DO","","","Yes","GSM","Discontinued","Mini-SIM","","2007, April","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","132 g (4.66 oz)","320 x 240 pixels (~160 ppi pixel density)","","TFT, 65K colors","2.5 inches (~25.7% screen-to-body ratio)","Qualcomm MSM6550","BlackBerry OS","","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","HTML","","Li-Ion 1400 mAh battery","","<a href=""#"">2/10</a>","Black","","","","","","","","","
0.86 W/kg (head)     0.51 W/kg (body)     ","","","QWERTY",""
"BlackBerry 9720","Yes","GSM 850 / 900 / 1800 / 1900 ","HSPA 7.2/5.76 Mbps","HSDPA 850 / 900 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2013, August","Mini-SIM","","2013, August","114 x 66 x 12 mm (4.49 x 2.60 x 0.47 in)","120 g (4.23 oz)","480 x 360 pixels (~214 ppi pixel density)","","IPS capacitive touchscreen, 16M colors","2.8 inches (~32.3% screen-to-body ratio)","","BlackBerry OS 7.1","806 MHz Tavor MG1","","512 MB ROM, 512 MB RAM","microSD, up to 32 GB","No","480p@30fps","5 MP, 2592 х 1944 pixels, LED flash","Geo-tagging","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v2.1, A2DP, EDR","Stereo FM radio with RDS","Yes, with A-GPS","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity","No","HTML","Up to 432 h","Li-Ion 1450 mAh battery","Up to 7 h","<a href=""#"">3/10</a>","Black, White, Purple, Blue, Pure Pink","","","","","","","","","
1.10 W/kg (head)     ","","","QWERTY",""
"BlackBerry 9720","Yes","GSM 850 / 900 / 1800 / 1900 ","HSPA 7.2/5.76 Mbps","HSDPA 850 / 900 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2013, August","Mini-SIM","","2013, August","114 x 66 x 12 mm (4.49 x 2.60 x 0.47 in)","120 g (4.23 oz)","480 x 360 pixels (~214 ppi pixel density)","","IPS capacitive touchscreen, 16M colors","2.8 inches (~32.3% screen-to-body ratio)","","BlackBerry OS 7.1","806 MHz Tavor MG1","","512 MB ROM, 512 MB RAM","microSD, up to 32 GB","No","480p@30fps","5 MP, 2592 х 1944 pixels, LED flash","Geo-tagging","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v2.1, A2DP, EDR","Stereo FM radio with RDS","Yes, with A-GPS","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity","No","HTML","Up to 432 h","Li-Ion 1450 mAh battery","Up to 7 h","<a href=""#"">3/10</a>","Black, White, Purple, Blue, Pure Pink","","","","","","","","","
1.10 W/kg (head)     ","","","QWERTY",""
"BlackBerry Bold 9000","Class 10","GSM 850 / 900 / 1800 / 1900 ","HSPA 3.6/0.384 Mbps","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Discontinued","Mini-SIM","","2008, May","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","133 g (4.69 oz)","480 x 320 pixels (~222 ppi pixel density)","","65K colors","2.6 inches (~26.8% screen-to-body ratio)","","BlackBerry OS","624 MHz","","1 GB, 128 MB RAM","microSD, up to 8 GB","No","Yes","2 MP, 1600 x 1200 pixels, LED flash","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 a/b/g","miniUSB v2.0","","v2.0, A2DP","No","Yes, with A-GPS, BlackBerry Maps","SMS, MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 310 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","","
","","","","","","
0.84 W/kg (head)     0.66 W/kg (body)     ","
1.51 W/kg (head)     0.95 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9000","Class 10","GSM 850 / 900 / 1800 / 1900 ","HSPA 3.6/0.384 Mbps","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Discontinued","Mini-SIM","","2008, May","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","133 g (4.69 oz)","480 x 320 pixels (~222 ppi pixel density)","","65K colors","2.6 inches (~26.8% screen-to-body ratio)","","BlackBerry OS","624 MHz","","1 GB, 128 MB RAM","microSD, up to 8 GB","No","Yes","2 MP, 1600 x 1200 pixels, LED flash","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 a/b/g","miniUSB v2.0","","v2.0, A2DP","No","Yes, with A-GPS, BlackBerry Maps","SMS, MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 310 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","","
","","","","","","
0.84 W/kg (head)     0.66 W/kg (body)     ","
1.51 W/kg (head)     0.95 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9000","Class 10","GSM 850 / 900 / 1800 / 1900 ","HSPA 3.6/0.384 Mbps","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Discontinued","Mini-SIM","","2008, May","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","133 g (4.69 oz)","480 x 320 pixels (~222 ppi pixel density)","","65K colors","2.6 inches (~26.8% screen-to-body ratio)","","BlackBerry OS","624 MHz","","1 GB, 128 MB RAM","microSD, up to 8 GB","No","Yes","2 MP, 1600 x 1200 pixels, LED flash","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 a/b/g","miniUSB v2.0","","v2.0, A2DP","No","Yes, with A-GPS, BlackBerry Maps","SMS, MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 310 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","","
","","","","","","
0.84 W/kg (head)     0.66 W/kg (body)     ","
1.51 W/kg (head)     0.95 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9650","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 "," CDMA/EVDO Rev A 800/1900","HSDPA 2100 ","Class 10","GSM / HSPA","Available. Released 2010, July","Mini-SIM","","2010, April","112 x 62 x 14 mm (4.41 x 2.44 x 0.55 in)","136 g (4.80 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~26.6% screen-to-body ratio)","","BlackBerry OS","","","512 MB","microSD, up to 32 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, Push Email, IM","","Yes, MIDP 2.0","HTML","Up to 312 h","Li-Ion 1400 mAh battery","Up to 5 h","<a href=""#"">2/10</a>","Black","","","","","","","","","
1.68 W/kg (head)     0.27 W/kg (body)     ","
1.35 W/kg (head)     0.50 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9650","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 "," CDMA/EVDO Rev A 800/1900","HSDPA 2100 ","Class 10","GSM / HSPA","Available. Released 2010, July","Mini-SIM","","2010, April","112 x 62 x 14 mm (4.41 x 2.44 x 0.55 in)","136 g (4.80 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~26.6% screen-to-body ratio)","","BlackBerry OS","","","512 MB","microSD, up to 32 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, Push Email, IM","","Yes, MIDP 2.0","HTML","Up to 312 h","Li-Ion 1400 mAh battery","Up to 5 h","<a href=""#"">2/10</a>","Black","","","","","","","","","
1.68 W/kg (head)     0.27 W/kg (body)     ","
1.35 W/kg (head)     0.50 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9650","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 "," CDMA/EVDO Rev A 800/1900","HSDPA 2100 ","Class 10","GSM / HSPA","Available. Released 2010, July","Mini-SIM","","2010, April","112 x 62 x 14 mm (4.41 x 2.44 x 0.55 in)","136 g (4.80 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~26.6% screen-to-body ratio)","","BlackBerry OS","","","512 MB","microSD, up to 32 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, Push Email, IM","","Yes, MIDP 2.0","HTML","Up to 312 h","Li-Ion 1400 mAh battery","Up to 5 h","<a href=""#"">2/10</a>","Black","","","","","","","","","
1.68 W/kg (head)     0.27 W/kg (body)     ","
1.35 W/kg (head)     0.50 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9700","HSPA 3.6/0.384 Mbps","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Class 10","GSM / HSPA","Available. Released 2009, November","Mini-SIM","","2009, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS v5.0, upgradable to v6.0","624 MHz","","256 MB, 256 MB RAM","microSD, up to 16 GB, 2 GB included","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS (threaded view), MMS, Email, IM","","Yes, MIDP 2.0","HTML","Up to 408 h","Li-Ion 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.36 W/kg (head)     1.18 W/kg (body)     ","
1.55 W/kg (head)     1.39 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9780","HSPA","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2010, November","Mini-SIM","","2010, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS 6.0","624 MHz","","256 MB, 512 MB RAM","microSD, up to 32 GB, 2 GB included","No","Yes","5 MP, 2592 х 1944 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, Push Email, IM","","Yes, MIDP 2.0","HTML","Up to 528 h (2G) / Up to 408 h (3G)","Li-Po 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.15 W/kg (head)     0.40 W/kg (body)     ","
1.41 W/kg (head)     0.82 W/kg (body)     ","","QWERTY",""
"BlackBerry Bold 9780","HSPA","GSM 850 / 900 / 1800 / 1900 ","HSDPA 900 / 1700 / 2100 ","HSDPA 850 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2010, November","Mini-SIM","","2010, October","109 x 60 x 14 mm (4.29 x 2.36 x 0.55 in)","122 g (4.30 oz)","480 x 360 pixels (~246 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS 6.0","624 MHz","","256 MB, 512 MB RAM","microSD, up to 32 GB, 2 GB included","No","Yes","5 MP, 2592 х 1944 pixels, autofocus, LED flash, ","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g, UMA","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, Push Email, IM","","Yes, MIDP 2.0","HTML","Up to 528 h (2G) / Up to 408 h (3G)","Li-Po 1500 mAh battery","","<a href=""#"">2/10</a>","Black, White","","
","
","","","","","","
1.15 W/kg (head)     0.40 W/kg (body)     ","
1.41 W/kg (head)     0.82 W/kg (body)     ","","QWERTY",""
